#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
       23300       1.994340e-02       3.977006e-04       7.820395e-03       1.569840e-01       5.836192e-03       4.562970e-02
       23400       2.014726e-02       1.693587e-03       7.556383e-03       1.697474e-01       6.879527e-03       4.419436e-02
       23500       2.112844e-02       4.714784e-04       8.576145e-03       1.770077e-01       3.803376e-03       4.701427e-02
       23600       2.268417e-02       1.823726e-03       9.091395e-03       2.020407e-01       7.624825e-03       4.561697e-02
       23700       2.238059e-02       3.950925e-04       8.440751e-03       2.147481e-01       3.938135e-03       4.426003e-02
       23800       2.123261e-02       4.579070e-04       8.740464e-03       1.950535e-01       5.467815e-03       4.721220e-02
       23900       2.345025e-02       5.179939e-04       8.870472e-03       1.467753e-01       6.996296e-03       4.378762e-02
       24000       1.811952e-02       8.138976e-04       7.855344e-03       1.905047e-01       8.670773e-03       4.493268e-02
       24100       1.800758e-02       4.708345e-04       7.146132e-03       1.978474e-01       8.907457e-03       4.609071e-02
       24200       1.949034e-02       5.803201e-04       7.750189e-03       1.651817e-01       8.379545e-03       4.556081e-02
       24300       1.925434e-02       3.269779e-04       7.636601e-03       2.508113e-01       6.325014e-03       4.516391e-02
       24400       2.040947e-02       1.034594e-03       8.115351e-03       1.607409e-01       4.686837e-03       4.472502e-02
       24500       2.240459e-02       1.139929e-03       8.436166e-03       1.912381e-01       4.243966e-03       4.634273e-02
       24600       2.223705e-02       5.060613e-04       8.339722e-03       2.083847e-01       5.841519e-03       4.340548e-02
       24700       2.288073e-02       7.157211e-04       8.139448e-03       1.489914e-01       7.278673e-03       4.257254e-02
       24800       2.422083e-02       3.789843e-04       8.604579e-03       1.337605e-01       5.836000e-03       4.105076e-02
       24900       2.190767e-02       6.594196e-04       8.002017e-03       2.190548e-01       5.401831e-03       4.295772e-02
       25000       1.643490e-02       1.783700e-04       6.292287e-03       1.516518e-01       6.140748e-03       4.490818e-02
       25100       1.794617e-02       2.013956e-03       6.954693e-03       1.667231e-01       8.369771e-03       4.629000e-02
       25200       1.900939e-02       8.702350e-04       7.868490e-03       1.668193e-01       4.998329e-03       4.725643e-02
       25300       2.170674e-02       1.585794e-03       8.371415e-03       1.759140e-01       6.203426e-03       4.634761e-02
       25400       2.061222e-02       9.799693e-04       8.304353e-03       2.014494e-01       6.912886e-03       4.592221e-02
       25500       2.210496e-02       1.513153e-03       8.471353e-03       1.637032e-01       5.769442e-03       4.272657e-02
       25600       1.812450e-02       1.269755e-03       7.544009e-03       1.794410e-01       6.331615e-03       4.341930e-02
       25700       2.124844e-02       1.823439e-04       8.966087e-03       1.790403e-01       8.942796e-03       4.342243e-02
       25800       2.049754e-02       2.916762e-05       8.316785e-03       1.336081e-01       6.967544e-03       4.299731e-02
       25900       2.188904e-02       8.407048e-04       7.904211e-03       1.681955e-01       6.248002e-03       4.361075e-02
       26000       2.376964e-02       5.941923e-04       8.973101e-03       1.445845e-01       6.892751e-03       4.361380e-02
       26100       1.834007e-02       8.357672e-04       8.080902e-03       2.458338e-01       5.199261e-03       4.872385e-02
       26200       2.043361e-02       5.995653e-04       7.726786e-03       1.811991e-01       6.653318e-03       4.806506e-02
       26300       2.208834e-02       1.037065e-03       8.136504e-03       1.928924e-01       4.145391e-03       4.478493e-02
       26400       1.904659e-02       1.541865e-03       7.768214e-03       1.967073e-01       5.904786e-03       4.824286e-02
