#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 440400      7.77e-01      3.07e-04      2.25e-01    5.5e-05
 440500      7.22e-01      5.50e-04      2.09e-01    5.5e-05
 440600      6.96e-01      1.56e-03      2.00e-01    5.5e-05
 440700      7.45e-01      8.92e-04      2.15e-01    5.5e-05
 440800      3.60e-01      8.99e-04      1.04e-01    5.5e-05
 440900      3.42e-01      1.69e-03      9.71e-02    5.5e-05
 441000      6.77e-01      5.53e-04      1.96e-01    5.5e-05
 441100      3.24e-01      5.63e-04      9.34e-02    5.5e-05
 441200      7.49e-01      5.89e-04      2.16e-01    5.5e-05
 441300      7.26e-01      1.13e-03      2.09e-01    5.5e-05
 441400      7.26e-01      1.32e-03      2.09e-01    5.5e-05
 441500      2.90e-01      2.34e-04      8.39e-02    5.5e-05
 441600      7.31e-01      5.92e-04      2.11e-01    5.5e-05
 441700      8.27e-01      6.25e-04      2.39e-01    5.5e-05
 441800      7.79e-01      1.65e-03      2.24e-01    5.5e-05
 441900      7.75e-01      2.02e-03      2.22e-01    5.5e-05
 442000      7.60e-01      3.90e-04      2.20e-01    5.5e-05
 442100      9.76e-01      1.96e-03      2.80e-01    5.5e-05
 442200      3.52e-01      7.68e-04      1.02e-01    5.5e-05
 442300      2.89e-01      9.04e-04      8.29e-02    5.5e-05
 442400      7.64e-01      2.10e-03      2.18e-01    5.5e-05
 442500      4.29e-01      3.70e-04      1.24e-01    5.5e-05
 442600      8.24e-01      1.58e-03      2.37e-01    5.5e-05
 442700      7.15e-01      6.22e-04      2.07e-01    5.5e-05
 442800      6.99e-01      1.52e-03      2.01e-01    5.5e-05
 442900      6.93e-01      8.70e-05      2.00e-01    5.5e-05
 443000      7.41e-01      3.83e-04      2.14e-01    5.5e-05
 443100      3.57e-01      3.59e-03      9.49e-02    5.5e-05
 443200      7.20e-01      1.71e-03      2.06e-01    5.5e-05
 443300      8.17e-01      1.05e-06      2.36e-01    5.5e-05
 443400      7.26e-01      1.58e-03      2.08e-01    5.5e-05
 443500      7.20e-01      8.98e-04      2.08e-01    5.5e-05
 443600      3.37e-01      4.94e-04      9.73e-02    5.5e-05
 443700      4.06e-01      6.67e-05      1.17e-01    5.5e-05
 443800      6.78e-01      2.77e-04      1.96e-01    5.5e-05
 443900      1.43e+00      2.76e-03      4.12e-01    5.5e-05
 444000      7.25e-01      1.82e-03      2.07e-01    5.5e-05
 444100      6.94e-01      4.89e-04      2.00e-01    5.5e-05
 444200      6.95e-01      1.30e-03      2.00e-01    5.5e-05
 444300      7.02e-01      1.54e-04      2.03e-01    5.5e-05
 444400      7.43e-01      3.14e-05      2.15e-01    5.5e-05
 444500      8.18e-01      1.48e-03      2.35e-01    5.5e-05
 444600      7.07e-01      3.00e-04      2.04e-01    5.5e-05
 444700      8.27e-01      9.14e-04      2.39e-01    5.5e-05
 444800      7.18e-01      1.30e-03      2.07e-01    5.5e-05
 444900      7.40e-01      1.45e-03      2.13e-01    5.5e-05
 445000      7.22e-01      1.34e-03      2.13e-01    5.2e-05
 445100      6.91e-01      4.23e-04      2.04e-01    5.2e-05
 445200      7.21e-01      1.89e-03      2.11e-01    5.2e-05
 445300      7.05e-01      2.90e-04      2.09e-01    5.2e-05
 445400      6.59e-01      7.99e-04      1.95e-01    5.2e-05
 445500      7.29e-01      3.38e-04      2.16e-01    5.2e-05
 445600      7.80e-01      2.09e-04      2.31e-01    5.2e-05
 445700      2.92e-01      4.35e-04      8.65e-02    5.2e-05
 445800      8.45e-01      1.30e-03      2.49e-01    5.2e-05
 445900      8.00e-01      1.68e-03      2.35e-01    5.2e-05
 446000      7.12e-01      1.53e-03      2.09e-01    5.2e-05
 446100      3.55e-01      2.26e-03      1.02e-01    5.2e-05
 446200      7.15e-01      3.30e-04      2.12e-01    5.2e-05
 446300      7.95e-01      1.91e-03      2.33e-01    5.2e-05
 446400      6.56e-01      2.99e-04      1.94e-01    5.2e-05
 446500      7.24e-01      1.53e-03      2.13e-01    5.2e-05
 446600      7.67e-01      1.97e-04      2.27e-01    5.2e-05
 446700      7.10e-01      7.45e-04      2.10e-01    5.2e-05
 446800      7.48e-01      2.15e-04      2.21e-01    5.2e-05
 446900      7.16e-01      2.32e-03      2.08e-01    5.2e-05
 447000      3.50e-01      1.73e-04      1.04e-01    5.2e-05
 447100      7.14e-01      2.43e-04      2.11e-01    5.2e-05
 447200      3.94e-01      3.63e-04      1.17e-01    5.2e-05
 447300      7.34e-01      7.20e-04      2.17e-01    5.2e-05
 447400      7.35e-01      5.95e-04      2.18e-01    5.2e-05
 447500      1.51e+00      1.25e-03      4.47e-01    5.2e-05
 447600      7.46e-01      3.22e-04      2.21e-01    5.2e-05
 447700      6.87e-01      7.77e-04      2.03e-01    5.2e-05
 447800      7.88e-01      2.63e-04      2.33e-01    5.2e-05
 447900      8.02e-01      4.38e-06      2.37e-01    5.2e-05
 448000      3.01e-01      5.10e-04      8.88e-02    5.2e-05
 448100      3.77e-01      1.04e-03      1.11e-01    5.2e-05
 448200      7.17e-01      8.82e-05      2.13e-01    5.2e-05
 448300      6.96e-01      1.28e-03      2.05e-01    5.2e-05
 448400      3.85e-01      1.22e-03      1.13e-01    5.2e-05
 448500      7.03e-01      2.64e-03      2.03e-01    5.2e-05
 448600      8.64e-01      3.29e-03      2.50e-01    5.2e-05
 448700      4.25e-01      3.96e-03      1.17e-01    5.2e-05
 448800      7.16e-01      7.94e-04      2.12e-01    5.2e-05
 448900      7.14e-01      4.55e-04      2.11e-01    5.2e-05
 449000      7.54e-01      9.45e-04      2.23e-01    5.2e-05
 449100      7.57e-01      7.49e-04      2.24e-01    5.2e-05
 449200      8.55e-01      1.39e-03      2.52e-01    5.2e-05
 449300      4.06e-01      2.50e-03      1.17e-01    5.2e-05
 449400      7.17e-01      1.04e-03      2.12e-01    5.2e-05
 449500      4.69e-01      4.02e-05      1.39e-01    5.2e-05
 449600      3.68e-01      2.28e-03      1.06e-01    5.2e-05
 449700      7.25e-01      1.08e-03      2.14e-01    5.2e-05
 449800      6.93e-01      8.12e-05      2.05e-01    5.2e-05
 449900      7.84e-01      6.29e-04      2.32e-01    5.2e-05
 450000      2.66e-01      3.51e-04      8.05e-02    4.9e-05
 450100      6.73e-01      1.27e-03      2.03e-01    4.9e-05
 450200      6.72e-01      1.14e-03      2.03e-01    4.9e-05
 450300      7.10e-01      1.44e-03      2.14e-01    4.9e-05
 450400      3.03e-01      3.06e-03      8.45e-02    4.9e-05
 450500      6.97e-01      6.77e-04      2.11e-01    4.9e-05
 450600      7.15e-01      7.98e-04      2.16e-01    4.9e-05
 450700      6.64e-01      1.29e-03      2.00e-01    4.9e-05
 450800      6.96e-01      2.04e-04      2.11e-01    4.9e-05
 450900      6.76e-01      4.68e-05      2.05e-01    4.9e-05
 451000      7.35e-01      2.34e-03      2.19e-01    4.9e-05
 451100      8.79e-01      2.92e-04      2.66e-01    4.9e-05
 451200      7.24e-01      3.37e-04      2.19e-01    4.9e-05
 451300      2.80e-01      9.90e-04      8.40e-02    4.9e-05
 451400      2.63e-01      9.67e-04      7.90e-02    4.9e-05
 451500      7.10e-01      1.90e-03      2.13e-01    4.9e-05
 451600      8.27e-01      3.31e-03      2.44e-01    4.9e-05
 451700      2.77e-01      2.22e-04      8.39e-02    4.9e-05
 451800      7.40e-01      2.91e-04      2.24e-01    4.9e-05
 451900      7.16e-01      1.99e-04      2.17e-01    4.9e-05
 452000      3.55e-01      3.91e-04      1.08e-01    4.9e-05
 452100      6.72e-01      1.90e-03      2.01e-01    4.9e-05
 452200      3.67e-01      3.64e-03      1.03e-01    4.9e-05
 452300      7.06e-01      3.34e-04      2.14e-01    4.9e-05
 452400      6.59e-01      5.19e-04      2.00e-01    4.9e-05
 452500      6.72e-01      4.34e-04      2.03e-01    4.9e-05
 452600      6.89e-01      8.36e-04      2.08e-01    4.9e-05
 452700      2.83e-01      2.13e-03      8.21e-02    4.9e-05
 452800      7.68e-01      5.57e-04      2.33e-01    4.9e-05
 452900      7.09e-01      6.26e-04      2.15e-01    4.9e-05
 453000      6.61e-01      3.16e-04      2.00e-01    4.9e-05
 453100      4.21e-01      5.27e-05      1.28e-01    4.9e-05
 453200      6.51e-01      1.10e-03      1.96e-01    4.9e-05
 453300      8.43e-01      1.03e-03      2.55e-01    4.9e-05
 453400      7.00e-01      1.10e-03      2.11e-01    4.9e-05
 453500      8.73e-01      3.53e-04      2.65e-01    4.9e-05
 453600      6.49e-01      8.92e-04      1.96e-01    4.9e-05
 453700      7.12e-01      2.71e-03      2.11e-01    4.9e-05
 453800      6.79e-01      1.45e-03      2.04e-01    4.9e-05
 453900      3.36e-01      9.20e-04      1.01e-01    4.9e-05
 454000      3.36e-01      1.12e-03      1.01e-01    4.9e-05
 454100      6.95e-01      1.59e-03      2.09e-01    4.9e-05
 454200      6.70e-01      2.03e-03      2.00e-01    4.9e-05
 454300      6.98e-01      2.94e-04      2.12e-01    4.9e-05
 454400      3.66e-01      3.78e-04      1.11e-01    4.9e-05
 454500      6.67e-01      1.80e-03      2.00e-01    4.9e-05
 454600      7.16e-01      8.60e-04      2.17e-01    4.9e-05
 454700      3.63e-01      2.17e-03      1.07e-01    4.9e-05
 454800      3.72e-01      2.65e-04      1.13e-01    4.9e-05
 454900      8.36e-01      9.01e-04      2.53e-01    4.9e-05
 455000      6.67e-01      2.20e-04      2.07e-01    4.7e-05
 455100      7.34e-01      1.50e-04      2.28e-01    4.7e-05
 455200      7.27e-01      9.17e-04      2.25e-01    4.7e-05
 455300      3.63e-01      7.77e-04      1.12e-01    4.7e-05
 455400      7.32e-01      1.76e-03      2.25e-01    4.7e-05
 455500      6.85e-01      8.16e-04      2.12e-01    4.7e-05
 455600      1.37e+00      4.32e-03      4.24e-01    4.7e-05
 455700      6.86e-01      3.02e-04      2.13e-01    4.7e-05
 455800      3.52e-01      2.03e-03      1.06e-01    4.7e-05
 455900      8.54e-01      1.10e-03      2.64e-01    4.7e-05
 456000      7.19e-01      1.43e-03      2.22e-01    4.7e-05
 456100      2.95e-01      2.31e-03      8.72e-02    4.7e-05
 456200      6.69e-01      2.10e-03      2.04e-01    4.7e-05
 456300      7.42e-01      7.54e-04      2.30e-01    4.7e-05
 456400      6.90e-01      2.43e-03      2.10e-01    4.7e-05
 456500      7.24e-01      2.09e-04      2.25e-01    4.7e-05
 456600      2.83e-01      1.28e-04      8.78e-02    4.7e-05
 456700      7.52e-01      4.06e-04      2.33e-01    4.7e-05
 456800      7.37e-01      1.49e-03      2.27e-01    4.7e-05
 456900      8.46e-01      3.10e-04      2.63e-01    4.7e-05
 457000      6.41e-01      5.24e-04      1.99e-01    4.7e-05
 457100      6.67e-01      7.32e-04      2.06e-01    4.7e-05
 457200      6.95e-01      1.40e-03      2.14e-01    4.7e-05
 457300      8.21e-01      9.03e-04      2.54e-01    4.7e-05
 457400      7.98e-01      2.01e-03      2.45e-01    4.7e-05
 457500      4.44e-01      3.46e-04      1.38e-01    4.7e-05
 457600      6.81e-01      4.21e-03      1.97e-01    4.7e-05
 457700      7.22e-01      4.92e-04      2.24e-01    4.7e-05
 457800      6.32e-01      4.11e-04      1.96e-01    4.7e-05
 457900      6.87e-01      2.52e-04      2.13e-01    4.7e-05
 458000      2.72e-01      2.07e-04      8.43e-02    4.7e-05
 458100      7.69e-01      1.37e-03      2.37e-01    4.7e-05
 458200      7.54e-01      1.67e-03      2.32e-01    4.7e-05
 458300      6.91e-01      1.56e-03      2.12e-01    4.7e-05
 458400      1.01e+00      3.59e-03      3.08e-01    4.7e-05
 458500      7.91e-01      6.40e-04      2.45e-01    4.7e-05
 458600      8.01e-01      1.17e-03      2.48e-01    4.7e-05
 458700      6.73e-01      4.21e-03      1.95e-01    4.7e-05
 458800      6.63e-01      4.44e-04      2.06e-01    4.7e-05
 458900      3.13e-01      4.41e-04      9.70e-02    4.7e-05
 459000      8.29e-01      1.77e-03      2.55e-01    4.7e-05
 459100      6.87e-01      3.21e-03      2.05e-01    4.7e-05
 459200      6.90e-01      1.38e-03      2.13e-01    4.7e-05
 459300      3.73e-01      5.81e-04      1.15e-01    4.7e-05
 459400      3.25e-01      2.46e-03      9.62e-02    4.7e-05
 459500      7.13e-01      5.84e-04      2.21e-01    4.7e-05
 459600      6.97e-01      1.09e-03      2.15e-01    4.7e-05
 459700      7.13e-01      5.35e-04      2.21e-01    4.7e-05
 459800      6.60e-01      8.68e-04      2.04e-01    4.7e-05
 459900      7.15e-01      1.28e-03      2.21e-01    4.7e-05
 460000      6.43e-01      1.33e-03      2.03e-01    4.5e-05
 460100      4.35e-01      2.43e-03      1.35e-01    4.5e-05
 460200      8.41e-01      3.49e-03      2.59e-01    4.5e-05
 460300      3.89e-01      1.15e-03      1.23e-01    4.5e-05
 460400      6.45e-01      6.36e-04      2.04e-01    4.5e-05
 460500      2.85e-01      1.44e-03      8.88e-02    4.5e-05
 460600      1.10e+00      2.39e-03      3.50e-01    4.5e-05
 460700      1.33e+00      2.17e-04      4.21e-01    4.5e-05
 460800      6.82e-01      1.54e-03      2.15e-01    4.5e-05
 460900      6.01e-01      1.55e-04      1.91e-01    4.5e-05
 461000      7.42e-01      1.98e-04      2.36e-01    4.5e-05
 461100      3.51e-01      1.93e-03      1.09e-01    4.5e-05
 461200      7.32e-01      1.36e-03      2.31e-01    4.5e-05
 461300      3.53e-01      1.91e-04      1.12e-01    4.5e-05
 461400      2.63e-01      1.09e-03      8.25e-02    4.5e-05
 461500      1.24e+00      1.16e-03      3.92e-01    4.5e-05
 461600      6.43e-01      1.15e-03      2.03e-01    4.5e-05
 461700      3.14e-01      2.91e-04      9.96e-02    4.5e-05
 461800      7.14e-01      2.27e-03      2.23e-01    4.5e-05
 461900      6.63e-01      2.09e-03      2.07e-01    4.5e-05
 462000      1.11e+00      1.40e-03      3.52e-01    4.5e-05
 462100      6.83e-01      2.19e-03      2.13e-01    4.5e-05
 462200      6.85e-01      3.71e-04      2.18e-01    4.5e-05
 462300      6.01e-01      1.51e-03      1.89e-01    4.5e-05
 462400      6.51e-01      1.13e-03      2.06e-01    4.5e-05
 462500      6.68e-01      1.95e-04      2.12e-01    4.5e-05
 462600      7.02e-01      1.01e-03      2.22e-01    4.5e-05
 462700      7.18e-01      1.45e-03      2.26e-01    4.5e-05
 462800      3.42e-01      2.31e-03      1.05e-01    4.5e-05
 462900      3.67e-01      1.98e-03      1.14e-01    4.5e-05
 463000      7.05e-01      4.40e-04      2.24e-01    4.5e-05
 463100      7.09e-01      3.67e-04      2.25e-01    4.5e-05
 463200      8.28e-01      6.85e-04      2.63e-01    4.5e-05
 463300      2.85e-01      3.37e-03      8.05e-02    4.5e-05
 463400      9.65e-01      2.97e-03      3.02e-01    4.5e-05
 463500      3.63e-01      3.90e-03      1.05e-01    4.5e-05
 463600      6.21e-01      7.28e-04      1.97e-01    4.5e-05
 463700      6.51e-01      2.17e-04      2.07e-01    4.5e-05
 463800      6.40e-01      7.42e-05      2.03e-01    4.5e-05
 463900      2.68e-01      3.94e-04      8.49e-02    4.5e-05
 464000      7.14e-01      4.54e-04      2.27e-01    4.5e-05
 464100      7.91e-01      2.31e-03      2.48e-01    4.5e-05
 464200      6.91e-01      3.89e-04      2.19e-01    4.5e-05
 464300      6.33e-01      7.33e-04      2.01e-01    4.5e-05
 464400      7.44e-01      2.05e-03      2.33e-01    4.5e-05
 464500      6.19e-01      8.11e-04      1.96e-01    4.5e-05
 464600      6.63e-01      1.50e-03      2.09e-01    4.5e-05
 464700      2.76e-01      1.04e-03      8.66e-02    4.5e-05
 464800      1.20e+00      1.69e-02      2.19e-01    4.5e-05
 464900      6.82e-01      2.90e-04      2.17e-01    4.5e-05
 465000      6.53e-01      1.63e-03      2.10e-01    4.2e-05
 465100      2.52e-01      1.12e-03      8.08e-02    4.2e-05
 465200      1.22e+00      4.53e-03      3.95e-01    4.2e-05
 465300      3.20e-01      3.53e-04      1.04e-01    4.2e-05
 465400      6.37e-01      5.51e-04      2.07e-01    4.2e-05
 465500      6.06e-01      2.28e-03      1.92e-01    4.2e-05
 465600      6.47e-01      1.69e-03      2.08e-01    4.2e-05
 465700      1.09e+00      3.39e-03      3.52e-01    4.2e-05
 465800      3.54e-01      4.50e-04      1.15e-01    4.2e-05
 465900      5.30e-01      1.51e-03      1.71e-01    4.2e-05
 466000      6.10e-01      1.46e-03      1.96e-01    4.2e-05
 466100      1.27e+00      3.15e-04      4.12e-01    4.2e-05
 466200      3.39e-01      3.31e-04      1.10e-01    4.2e-05
 466300      7.57e-01      1.51e-03      2.44e-01    4.2e-05
 466400      3.69e-01      7.72e-04      1.19e-01    4.2e-05
 466500      6.31e-01      7.61e-04      2.05e-01    4.2e-05
 466600      6.72e-01      2.43e-03      2.13e-01    4.2e-05
 466700      6.72e-01      4.14e-04      2.18e-01    4.2e-05
 466800      7.74e-01      4.96e-04      2.51e-01    4.2e-05
 466900      7.63e-01      1.59e-03      2.46e-01    4.2e-05
 467000      1.33e+00      1.88e-03      4.32e-01    4.2e-05
 467100      4.20e-01      1.37e-03      1.35e-01    4.2e-05
 467200      6.48e-01      1.09e-04      2.11e-01    4.2e-05
 467300      6.74e-01      1.38e-03      2.17e-01    4.2e-05
 467400      6.83e-01      8.64e-05      2.22e-01    4.2e-05
 467500      6.60e-01      6.52e-04      2.14e-01    4.2e-05
 467600      9.07e-01      2.16e-03      2.92e-01    4.2e-05
 467700      6.85e-01      5.14e-04      2.22e-01    4.2e-05
 467800      6.64e-01      1.22e-03      2.15e-01    4.2e-05
 467900      6.46e-01      1.75e-03      2.07e-01    4.2e-05
 468000      3.13e-01      2.23e-04      1.02e-01    4.2e-05
 468100      6.65e-01      1.05e-03      2.15e-01    4.2e-05
 468200      6.18e-01      6.67e-04      2.00e-01    4.2e-05
 468300      6.34e-01      1.01e-03      2.05e-01    4.2e-05
 468400      7.13e-01      1.20e-04      2.32e-01    4.2e-05
 468500      7.08e-01      3.07e-04      2.30e-01    4.2e-05
 468600      7.93e-01      6.17e-04      2.57e-01    4.2e-05
 468700      7.13e-01      3.56e-04      2.32e-01    4.2e-05
 468800      6.66e-01      6.64e-05      2.16e-01    4.2e-05
 468900      7.32e-01      1.26e-03      2.37e-01    4.2e-05
 469000      2.66e-01      1.43e-03      8.45e-02    4.2e-05
 469100      3.16e-01      6.99e-04      1.02e-01    4.2e-05
 469200      8.10e-01      6.73e-05      2.63e-01    4.2e-05
 469300      7.20e-01      2.17e-04      2.34e-01    4.2e-05
 469400      6.47e-01      1.36e-03      2.09e-01    4.2e-05
 469500      7.01e-01      5.97e-04      2.28e-01    4.2e-05
 469600      6.41e-01      7.27e-04      2.08e-01    4.2e-05
 469700      6.58e-01      1.80e-03      2.11e-01    4.2e-05
 469800      6.35e-01      7.04e-04      2.06e-01    4.2e-05
 469900      6.27e-01      2.92e-03      1.96e-01    4.2e-05
 470000      6.35e-01      2.39e-04      2.11e-01    4.0e-05
 470100      6.55e-01      3.01e-04      2.18e-01    4.0e-05
 470200      6.19e-01      7.41e-04      2.05e-01    4.0e-05
 470300      2.64e-01      1.62e-03      8.53e-02    4.0e-05
 470400      6.15e-01      1.61e-04      2.05e-01    4.0e-05
 470500      7.03e-01      5.98e-04      2.33e-01    4.0e-05
 470600      7.21e-01      2.14e-03      2.36e-01    4.0e-05
 470700      7.61e-01      1.57e-04      2.53e-01    4.0e-05
 470800      6.71e-01      1.38e-03      2.21e-01    4.0e-05
 470900      6.67e-01      6.26e-04      2.21e-01    4.0e-05
 471000      6.47e-01      2.88e-04      2.15e-01    4.0e-05
 471100      7.07e-01      1.83e-03      2.32e-01    4.0e-05
 471200      6.56e-01      3.03e-03      2.10e-01    4.0e-05
 471300      6.32e-01      6.61e-04      2.10e-01    4.0e-05
 471400      5.94e-01      3.59e-04      1.97e-01    4.0e-05
 471500      6.49e-01      5.51e-04      2.16e-01    4.0e-05
 471600      7.01e-01      3.14e-04      2.33e-01    4.0e-05
 471700      6.30e-01      5.77e-04      2.09e-01    4.0e-05
 471800      7.09e-01      7.27e-04      2.35e-01    4.0e-05
 471900      1.14e+00      3.52e-03      3.77e-01    4.0e-05
 472000      3.54e-01      2.53e-04      1.18e-01    4.0e-05
 472100      6.07e-01      9.47e-04      2.01e-01    4.0e-05
 472200      6.89e-01      8.01e-05      2.29e-01    4.0e-05
 472300      6.63e-01      7.05e-04      2.20e-01    4.0e-05
 472400      6.70e-01      1.10e-03      2.22e-01    4.0e-05
 472500      6.11e-01      2.78e-04      2.03e-01    4.0e-05
 472600      3.32e-01      3.70e-04      1.10e-01    4.0e-05
 472700      6.45e-01      7.64e-04      2.14e-01    4.0e-05
 472800      3.56e-01      8.97e-04      1.18e-01    4.0e-05
 472900      3.10e-01      6.14e-04      1.03e-01    4.0e-05
 473000      1.30e+00      1.79e-03      4.33e-01    4.0e-05
 473100      2.40e-01      1.09e-03      7.87e-02    4.0e-05
 473200      6.63e-01      1.47e-04      2.21e-01    4.0e-05
 473300      6.64e-01      5.20e-04      2.21e-01    4.0e-05
 473400      2.40e-01      1.70e-04      7.98e-02    4.0e-05
 473500      6.63e-01      2.88e-05      2.20e-01    4.0e-05
 473600      7.70e-01      3.23e-03      2.48e-01    4.0e-05
 473700      2.42e-01      1.03e-03      7.92e-02    4.0e-05
 473800      7.03e-01      3.56e-03      2.23e-01    4.0e-05
 473900      7.07e-01      1.40e-03      2.33e-01    4.0e-05
 474000      1.10e+00      3.27e-03      3.63e-01    4.0e-05
 474100      7.03e-01      1.13e-03      2.33e-01    4.0e-05
 474200      3.86e-01      3.92e-03      1.18e-01    4.0e-05
 474300      6.98e-01      1.37e-03      2.30e-01    4.0e-05
 474400      1.36e+00      2.06e-03      4.53e-01    4.0e-05
 474500      8.68e-01      4.88e-03      2.73e-01    4.0e-05
 474600      7.46e-01      8.67e-04      2.47e-01    4.0e-05
 474700      6.25e-01      4.02e-04      2.08e-01    4.0e-05
 474800      6.56e-01      4.95e-04      2.18e-01    4.0e-05
 474900      6.07e-01      8.60e-04      2.01e-01    4.0e-05
 475000      6.37e-01      7.66e-04      2.16e-01    3.8e-05
 475100      2.75e-01      4.40e-04      9.33e-02    3.8e-05
 475200      5.76e-01      9.83e-04      1.95e-01    3.8e-05
 475300      2.92e-01      6.71e-04      9.89e-02    3.8e-05
 475400      3.28e-01      5.97e-04      1.11e-01    3.8e-05
 475500      6.65e-01      7.82e-05      2.26e-01    3.8e-05
 475600      2.68e-01      1.76e-03      8.81e-02    3.8e-05
 475700      6.15e-01      1.49e-03      2.07e-01    3.8e-05
 475800      2.87e-01      9.66e-05      9.75e-02    3.8e-05
 475900      6.32e-01      1.62e-03      2.13e-01    3.8e-05
 476000      6.38e-01      4.04e-04      2.17e-01    3.8e-05
 476100      3.17e-01      9.63e-04      1.07e-01    3.8e-05
 476200      6.21e-01      5.83e-04      2.11e-01    3.8e-05
 476300      6.39e-01      9.10e-04      2.17e-01    3.8e-05
 476400      6.12e-01      1.14e-03      2.07e-01    3.8e-05
 476500      2.51e-01      1.85e-03      8.16e-02    3.8e-05
 476600      5.96e-01      1.18e-03      2.01e-01    3.8e-05
 476700      6.09e-01      2.88e-04      2.07e-01    3.8e-05
 476800      3.64e-01      5.11e-03      1.04e-01    3.8e-05
 476900      6.42e-01      2.19e-03      2.14e-01    3.8e-05
 477000      5.75e-01      2.01e-05      1.96e-01    3.8e-05
 477100      3.41e-01      7.34e-04      1.16e-01    3.8e-05
 477200      2.39e-01      6.16e-04      8.09e-02    3.8e-05
 477300      3.13e-01      1.72e-04      1.06e-01    3.8e-05
 477400      6.38e-01      6.63e-04      2.17e-01    3.8e-05
 477500      6.74e-01      1.89e-03      2.26e-01    3.8e-05
 477600      6.74e-01      7.74e-04      2.29e-01    3.8e-05
 477700      7.34e-01      2.69e-03      2.44e-01    3.8e-05
 477800      6.93e-01      1.32e-03      2.34e-01    3.8e-05
 477900      7.33e-01      2.90e-03      2.43e-01    3.8e-05
 478000      5.97e-01      3.29e-04      2.03e-01    3.8e-05
 478100      6.41e-01      1.16e-03      2.17e-01    3.8e-05
 478200      3.39e-01      4.97e-04      1.15e-01    3.8e-05
 478300      6.14e-01      1.06e-03      2.08e-01    3.8e-05
 478400      3.10e-01      2.77e-03      9.89e-02    3.8e-05
 478500      3.16e-01      1.43e-03      1.06e-01    3.8e-05
 478600      2.64e-01      2.98e-03      8.08e-02    3.8e-05
 478700      6.50e-01      7.31e-05      2.21e-01    3.8e-05
 478800      6.13e-01      5.42e-04      2.08e-01    3.8e-05
 478900      6.51e-01      2.45e-03      2.16e-01    3.8e-05
 479000      2.81e-01      1.09e-03      9.45e-02    3.8e-05
 479100      5.92e-01      7.14e-04      2.01e-01    3.8e-05
 479200      2.88e-01      4.22e-04      9.77e-02    3.8e-05
 479300      6.71e-01      1.74e-03      2.26e-01    3.8e-05
 479400      6.08e-01      1.06e-03      2.06e-01    3.8e-05
 479500      6.41e-01      1.83e-04      2.18e-01    3.8e-05
 479600      7.30e-01      1.71e-03      2.46e-01    3.8e-05
 479700      2.59e-01      1.26e-05      8.81e-02    3.8e-05
 479800      6.43e-01      1.38e-04      2.19e-01    3.8e-05
 479900      6.21e-01      3.47e-04      2.11e-01    3.8e-05
 480000      5.94e-01      6.04e-04      2.06e-01    3.6e-05
 480100      6.23e-01      8.44e-04      2.16e-01    3.6e-05
 480200      6.31e-01      2.13e-03      2.15e-01    3.6e-05
 480300      6.03e-01      9.57e-04      2.09e-01    3.6e-05
 480400      2.84e-01      4.88e-04      9.87e-02    3.6e-05
 480500      6.06e-01      3.70e-04      2.11e-01    3.6e-05
 480600      3.05e-01      1.00e-03      1.05e-01    3.6e-05
 480700      6.18e-01      4.37e-04      2.15e-01    3.6e-05
 480800      3.34e-01      7.24e-04      1.16e-01    3.6e-05
 480900      3.40e-01      7.49e-04      1.18e-01    3.6e-05
 481000      5.88e-01      2.59e-04      2.04e-01    3.6e-05
 481100      2.11e-01      5.33e-04      7.29e-02    3.6e-05
 481200      6.36e-01      5.43e-04      2.21e-01    3.6e-05
 481300      2.31e-01      5.58e-04      8.00e-02    3.6e-05
 481400      6.15e-01      8.64e-04      2.13e-01    3.6e-05
 481500      6.04e-01      1.33e-03      2.08e-01    3.6e-05
 481600      6.32e-01      1.29e-03      2.18e-01    3.6e-05
 481700      6.13e-01      1.68e-03      2.10e-01    3.6e-05
 481800      6.36e-01      2.43e-05      2.21e-01    3.6e-05
 481900      5.94e-01      1.06e-03      2.06e-01    3.6e-05
 482000      5.99e-01      8.12e-04      2.08e-01    3.6e-05
 482100      3.15e-01      2.78e-04      1.09e-01    3.6e-05
 482200      7.33e-01      9.41e-04      2.54e-01    3.6e-05
 482300      2.34e-01      6.50e-04      8.09e-02    3.6e-05
 482400      6.03e-01      3.45e-04      2.10e-01    3.6e-05
 482500      5.99e-01      8.44e-04      2.08e-01    3.6e-05
 482600      3.25e-01      6.43e-04      1.13e-01    3.6e-05
 482700      6.18e-01      2.55e-04      2.15e-01    3.6e-05
 482800      6.16e-01      1.12e-03      2.13e-01    3.6e-05
 482900      6.78e-01      7.70e-04      2.35e-01    3.6e-05
 483000      6.38e-01      6.60e-04      2.21e-01    3.6e-05
 483100      6.59e-01      6.76e-04      2.29e-01    3.6e-05
 483200      6.34e-01      1.78e-03      2.18e-01    3.6e-05
 483300      3.47e-01      2.04e-04      1.21e-01    3.6e-05
 483400      3.48e-01      1.05e-03      1.20e-01    3.6e-05
 483500      5.87e-01      5.62e-04      2.04e-01    3.6e-05
 483600      6.21e-01      1.98e-04      2.16e-01    3.6e-05
 483700      2.44e-01      4.26e-04      8.49e-02    3.6e-05
 483800      5.72e-01      2.42e-03      1.93e-01    3.6e-05
 483900      6.21e-01      1.46e-04      2.16e-01    3.6e-05
